"Wavelength, µm","T"
0.711862,0.9400334274319503
0.714987,0.9400463259798625
0.718126,0.9400589617286985
0.721278,0.9400715638342954
0.724445,0.9400839042502803
0.727625,0.9400964411228766
0.730819,0.9401099284781737
0.734027,0.9401221656085115
0.73725,0.9401341416183754
0.740486,0.9401463146936414
0.743737,0.94015703524375
0.747002,0.940168691231503
0.750281,0.9401803156751283
0.753575,0.9401930855931832
0.756883,0.9402046429477201
0.760205,0.9402161692017956
0.763543,0.9402274361295733
0.766895,0.9402389019544861
0.770261,0.9402489566157465
0.773642,0.9402599074629454
0.777039,0.9402708291960833
0.78045,0.9402817206452457
0.783876,0.9402925825918027
0.787317,0.9403034151652983
0.790773,0.9403139888109558
0.794245,0.940324533959294
0.797731,0.9403339382983932
0.801233,0.9403442007968037
0.804751,0.9403546648137161
0.808283,0.9403648699825553
0.811832,0.9403750478269183
0.815396,0.9403849676748423
0.818975,0.9403950889682327
0.82257,0.9404049530949565
0.826181,0.9404147898219793
0.829808,0.9404235308912112
0.833451,0.9404330882108759
0.83711,0.9404426184798895
0.840785,0.9404521218201937
0.844476,0.9404615983546586
0.848183,0.9404710482070385
0.851906,0.9404794307764607
0.855646,0.9404886030622109
0.859402,0.9404977490177573
0.863175,0.9405058420714997
0.866964,0.9405147111010116
0.87077,0.9405237841954956
0.874593,0.940532602303555
0.878432,0.940540385310949
0.882288,0.9405491569175236
0.886161,0.9405579034509698
0.890052,0.9405663958955884
0.893959,0.9405741007559798
0.897883,0.940581559991675
0.901825,0.940589757320826
0.905784,0.9405981596625883
0.90976,0.940606308049901
0.913754,0.940613691651975
0.917765,0.9406217961896576
0.921794,0.9406298770307985
0.925841,0.9406379342799507
0.929905,0.9406450140697677
0.933987,0.9406518492973254
0.938087,0.9406596148320108
0.942205,0.9406673571833349
0.946342,0.9406741397504376
0.950496,0.9406818401443143
0.954669,0.9406892885165242
0.958859,0.9406960184190989
0.963069,0.9407034257453379
0.967296,0.9407110396527124
0.971543,0.9407165766816857
0.975808,0.9407236954459534
0.980092,0.9407310217348399
0.984394,0.9407371954812475
0.988715,0.9407442523237767
0.993056,0.9407506242269199
0.997415,0.9407576417559164
1.00179,0.9407646369227439
1.00619,0.9407705016556428
1.01061,0.9407774601213675
1.01505,0.9407826501998373
1.0195,0.9407893422718572
1.02398,0.9407951503544238
1.02847,0.9408018049170204
1.03299,0.9408082122836346
1.03752,0.9408139710698371
1.04208,0.9408205707817147
1.04665,0.9408260707476401
1.05125,0.9408326336958186
1.05586,0.9408381045353984
1.0605,0.9408435652895702
1.06515,0.9408490109169118
1.06983,0.940855046152243
1.07452,0.9408604631611784
1.07924,0.9408664626187949
1.08398,0.9408718536521636
1.08874,0.9408778176378211
1.09352,0.940882951116317
1.09832,0.9408888799788352
1.10314,0.9408939855887674
1.10798,0.9408998796770702
1.11284,0.9409041606435428
1.11773,0.9409090029832976
1.12264,0.9409148528603829
1.12756,0.940919665793104
1.13251,0.9409252522696775
1.13749,0.9409300423799488
1.14248,0.9409348187263858
1.1475,0.9409403584561158
1.15253,0.9409448788409094
1.15759,0.9409503853237757
1.16267,0.9409551106915599
1.16778,0.9409588375792858
1.1729,0.9409640704170528
1.17805,0.9409685342099989
1.18322,0.9409729867321501
1.18842,0.9409781762744651
1.19364,0.9409826049352595
1.19888,0.9409870224808435
1.20414,0.9409919363275309
1.20942,0.9409963286175907
1.21473,0.9410007116763776
1.22007,0.9410055832568435
1.22542,0.9410089881567428
1.2308,0.9410131109998774
1.23621,0.9410179423057549
1.24163,0.9410220405796788
1.24708,0.9410261298107404
1.25256,0.9410306889293716
1.25806,0.941034755481778
1.26358,0.9410388115639197
1.26913,0.9410426294019768
1.2747,0.9410473621317286
1.28029,0.9410511562455742
1.28591,0.9410549415439418
1.29156,0.9410589473428598
1.29723,0.9410627136608454
1.30292,0.9410662405685913
1.30864,0.9410699880815557
1.31439,0.9410737269101999
1.32016,0.9410772264607637
1.32595,0.9410816144715871
1.33177,0.9410850926162804
1.33762,0.9410887915088986
1.34349,0.9410922513416647
1.34939,0.9410957026990039
1.35531,0.9411000282703422
1.36126,0.9411034586906699
1.36724,0.9411062318418265
1.37324,0.9411096471987012
1.37927,0.9411128249611572
1.38532,0.9411162225694029
1.39141,0.9411202506840312
1.39751,0.9411233986480285
1.40365,0.9411267688138206
1.40981,0.9411299004687343
1.416,0.9411332532791149
1.42222,0.9411363687332521
1.42846,0.9411394750900081
1.43473,0.9411434210897528
1.44103,0.9411465087472025
1.44735,0.9411489744614516
1.45371,0.9411520489408908
1.46009,0.941155114544809
1.4665,0.941157943041176
1.47294,0.9411609929674922
1.4794,0.9411640341638732
1.4859,0.9411668392856859
1.49242,0.9411698650102099
1.49897,0.9411726538007261
1.50555,0.9411762535050792
1.51216,0.9411790244395496
1.5188,0.9411817877897525
1.52547,0.9411847728272441
1.53216,0.9411875202643999
1.53889,0.9411896844915754
1.54565,0.9411924203430236
1.55243,0.9411951479491956
1.55925,0.9411978689650689
1.56609,0.941200581821407
1.57297,0.9412030588998695
1.57987,0.9412057571377365
1.58681,0.941208448874084
1.59377,0.9412109033969311
1.60077,0.9412135806935267
1.6078,0.941216021590612
1.61485,0.9412186838587442
1.62194,0.9412213397445277
1.62906,0.9412237593377482
1.63621,0.941225629604585
1.6434,0.94122803821146
1.65061,0.941230439153818
1.65786,0.9412328338177287
1.66514,0.9412352215589631
1.67245,0.9412376024133258
1.67979,0.9412399764167377
1.68716,0.9412423436052255
1.69457,0.9412447046327694
1.70201,0.9412465375625091
1.70948,0.9412488873845962
1.71698,0.9412510013031701
1.72452,0.9412533383568604
1.73209,0.9412556687709661
1.73969,0.9412577633794416
1.74733,0.9412600811907248
1.755,0.9412618868529381
1.76271,0.9412639651732824
1.77045,0.9412660370012154
1.77822,0.9412681023745759
1.78602,0.9412701613311948
1.79386,0.9412717197720301
1.80174,0.9412739983860923
1.80965,0.9412760414617135
1.81759,0.9412780782329443
1.82557,0.9412801092331646
1.83359,0.9412821344797245
1.84163,0.9412841530278568
1.84972,0.9412861663600268
1.85784,0.9412876959079514
1.866,0.941289699520803
1.87419,0.941291467847921
1.88241,0.9412934593009014
1.89068,0.9412949762817456
1.89898,0.9412969586424542
1.90731,0.9412987058405584
1.91569,0.9412999847409314
1.9241,0.9413019521338083
1.93254,0.9413036844485632
1.94103,0.9413056409083694
1.94955,0.9413073623460628
1.95811,0.9413093075576415
1.9667,0.9413105666114342
1.97534,0.9413122738831045
1.98401,0.9413139754240378
1.99272,0.9413159008269544
2.00146,0.9413175913921419
